Flowering & Fruiting	Common. Dense bunchgrass, culms to 4 ft tall.	
	Flowers -NA.Shrubs form 1m to 4m tall in area; not flowers; other Cornus with buds; browsed; beginning to leaf out. Found interspersed with C. sericea, C. foemina, Toxicodendron vernix, Frangula alnus, and Physocarpus opulifolius.	
	Flowers -NA.Scattered in area; much less common than other shrubs; associated with Sphagnum mounds; shrubs young (seedlings/saplings).	
	Flowers -NA.Common in area; about 1 per sq. for 5 sq. m; all basal leaves; none in flower between 10cm and 30cm tall; milky sap.	
	Flowers -NA.Occasional in area; about 1 per sq. m for 10 sq. m; none in flower; growing on organic matter hummock in small clumps; about 1.2 m tall; growing with Typha, Impatiens, and Lycopus.	
	Flower - bilabiate; violet-blue with white center; 5 petals (3 below and 2 above) each ending in point; 5 sepals (pointed).Rare in prairie fen; typically growing in small groups in large area; about 2 per 4 sq. m for 20 sq. m; in flower.	
flowering	yellow wood-sorrel. Fresh flowers yellow.	
fruit	Arbusto, 2m, fruto pretos.	Arbusto, 2m, fruto pretos.
Flower		
fruits	Small tree 6m tall; fruits ellipsoid, green. Photo taken.	Small tree 6m tall; fruits ellipsoid, green. Photo taken.
flower and fruit		
fruit	'Guayabillo' Shrub, about 16 ft high 2 inches; fruits violet-black.	'Guayabillo' Shrub, about 16 ft high 2 inches; fruits violet-black.
Flowers	Arbusto de 1.5 m, fl. amarilla.	Arbusto de 1.5 m, fl. amarilla.
fruit	Arbusto de 2m, fruto maduro negro, antes rojo, carne de sabor dulce; comun; &apos;acjkuepentcuy&apos; (en zoque); fruto comestible.	Arbusto de 2m, fruto maduro negro, antes rojo, carne de sabor dulce; comun; &apos;acjkuepentcuy&apos; (en zoque); fruto comestible.
	Plants of Mexico 7; To 1 m. tall. Erect. Scarlet Corollas	To 1 m. tall. Erect. Scarlet Corollas
	Tree about 60 ft tall; flowers white.	
flowers and fruits	In 5 anther seen, each had 1 gland, coor from www.fallingrain.com/world.; Arbol de 6-10 m de altura, 22.cm DAP. En bosque. Corteza se corta en pedazos planos rectangulares; hojas coriaceas; flores con caliz verde palido (A veces tenido de rosado); petalos marchitados o se han caido; filamentos, anteras y estilo blanco; fruto viejo café, 0.5cm longitud (sin cortar restos apicales de caliz) x 0.6cm ancho.	Arbol de 6-10 m de altura, 22.cm DAP. En bosque. Corteza se corta en pedazos planos rectangulares; hojas coriaceas; flores con caliz verde palido (A veces tenido de rosado); petalos marchitados o se han caido; filamentos, anteras y estilo blanco; fruto viejo café, 0.5cm longitud (sin cortar restos apicales de caliz) x 0.6cm ancho.
flower		
	arbusto de 1.5 m de alto, flores rojas; escasa	arbusto de 1.5 m de alto, flores rojas; escasa
	Arbre 5-6 m, fruits verts	
fruit	Coor from www.fallingrain.com/world; 'Guayabillo' Shrub, 15ft high, fruits greenish.	'Guayabillo' Shrub, 15ft high, fruits greenish.
	Arbolito 5 m, flores viejas	
Flowers	Arbusto ca. 2 m de altura; heliofito; tronco com casca lisa, folhas sub-cartaceas, concolor verde; flor com calice rufo, filetes rosados, botao floral rufo.	Arbusto ca. 2 m de altura; heliofito; tronco com casca lisa, folhas sub-cartaceas, concolor verde; flor com calice rufo, filetes rosados, botao floral rufo.
	shrubs with many stems from base, 1 to 6 ft. high, 10 ft. wide, bark light gray, leaves glaucous, stigmas red	shrubs with many stems from base, 1 to 6 ft. high, 10 ft. wide, bark light gray, leaves glaucous, stigmas red
flowers	Shrub 2-3m; ocassional along forest adge; pedicels light green, hypanthium and calyx lobes whitish; leaves dark green above.	Shrub 2-3m; ocassional along forest adge; pedicels light green, hypanthium and calyx lobes whitish; leaves dark green above.
flowers	Arvore com 4m altura, flores cremes.	Arvore com 4m altura, flores cremes.
flowers	Arvore com 2.5m de altura, botao floral branco, flores alvas, anteras alvas, folhas cartaceas.	Arvore com 2.5m de altura, botao floral branco, flores alvas, anteras alvas, folhas cartaceas.
	Tree 4m. flower white.	Tree 4m. flower white.
	Low shrub; flowers greenish-yellow.	Low shrub; flowers greenish-yellow.
	Planta herbacea de 1m de alto, flores moradas, olor desagradable, con camote, escasa.	Planta herbacea de 1m de alto, flores moradas, olor desagradable, con camote, escasa.
flower		
	Herb; flowers white.	Herb; flowers white.
	30°84`N, 115°90`W.; Perennial; flowers cream with dark purple specks.	Perennial; flowers cream with dark purple specks.
flowers	Rare.	Rare.
flowers	Coor from www.fallingrain.com/world; Guayabillo. Tree, 3 inches diam, 7 ft high, flowers white.	Guayabillo. Tree, 3 inches diam, 7 ft high, flowers white.
	Arbusto de 1.5 m, de flores amarillas, abundante.	Arbusto de 1.5 m, de flores amarillas, abundante.
fruit	Arbusto 4m; fruto verde.	Arbusto 4m; fruto verde.
	Sufrútice 25 cm alt, erecto. Flores blancas. Semillas con elaiosoma. Abundante.	
	Yellow corolla	
flowers	Pequenha arvore; flor alva. Xiloteca.	Pequenha arvore; flor alva. Xiloteca.
	Arbol 18 m, flores blancas.	
flowers and fruit	Arbol de 10mts de altura; frutos rojos, flores blancas. Comun.	Arbol de 10mts de altura; frutos rojos, flores blancas. Comun.
flowers	White corolla and stamens, 3m tall.	White corolla and stamens, 3m tall.
Fruit		
flowers	Coor from www.fallingrain.com/world; Arvore 5m; flor alva.	Arvore 5m; flor alva.
flowers	Decumbent herb with mostly folded leaflets in sun, leaflets larger and not folded in shade; corolla yellow.	Decumbent herb with mostly folded leaflets in sun, leaflets larger and not folded in shade; corolla yellow.
Fruits		
	Shrub 2m tall; flowers whitish	Shrub 2m tall; flowers whitish
fruits	Coor from www.fallingrain.com/world; Arvoreta com ca. 5,5m; frutos em diferentes estagios de maturacao (verdes, vermelhos, vinaceos). Botoes.	Arvoreta com ca. 5,5m; frutos em diferentes estagios de maturacao (verdes, vermelhos, vinaceos). Botoes.
	Flowers white to light green.	Flowers white to light green.
	Flowers white.	Flowers white.
	arbusto de 3.5 m de alto; flores azules con olor caracteristico, abundante	arbusto de 3.5 m de alto; flores azules con olor caracteristico, abundante
flowers	Shrub ca. 2 m tall; flowers white.	Shrub ca. 2m tall; flowers white
Flower		
	Yerba de 1 m con flores rojas.	Yerba de 1 m con flores rojas.
Flower and Fruit	Handwritten annotation regarding scientific name with no detector name or initials.	
	Fleshy herb. Flowers light violet.	
	Robust herb to 3 m. Rays red. Common.	Robust herb to 3 m. Rays red. Common.
	2 m shrub; bark striated; flower white; mimosoid; common.	2 m shrub; bark striated; flower white; mimosoid; common.
fruit	Willowy shrub to 2m with bright green leaves. Fruit reddish-black with sweetly tasting juice.	Willowy shrub to 2m with bright green leaves. Fruit reddish-black with sweetly tasting juice.
Fruits	Common 3.5 m tree near base of cliff-face.	Common 3.5 m tree near base of cliff-face.
flowers	Arbol 10m alto; flor blanca. N.V: sacca.	Arbol 10m alto; flor blanca. N.V: sacca.
	Tree ca. 3 m tall, 5 cm DAP; trunk with smooth bark; leaves cartaceous, green discolorous; floral buds green.	Tree ca. 3m tall, 5cm DAP; trunk with smooth bark; leaves cartaceous, green discolorous; floral buds green
flrs		
Vegetative	Northglenn Garden Club.	
flowers	Shrub 2m tall; flowers white, closed	Shrub 2m tall; flowers white, closed
fruit	Shrub ca 30 cm high	Shrub ca 30 cm high
	Flores de color amarillo cromo claro, abundante	Flores de color amarillo cromo claro, abundante
	1.6 m shrub, bark with yellow green striations; leaf with pungent odor, flowers old; uncommon.	1.6 m shrub, bark with yellow green striations; leaf with pungent odor, flowers old; uncommon.
	Arvoreta rebrotada na base , com 3.5 m de altura. Folhas levemente discolores. Calice vinho-esverdeado. Petalas alvo-rosadas, brilhantes.	Arvoreta rebrotada na base , com 3.5 m de altura. Folhas levemente discolores. Calice vinho-esverdeado. Petalas alvo-rosadas, brilhantes.
fruit	Arbol de 5m; frutos anaranjados cuando maduros; creciendo en bosque secundario.	Arbol de 5m; frutos anaranjados cuando maduros; creciendo en bosque secundario.
	Origin: MEX; Chrom #: n = 12; Ray and disc corollas both bright yellow. Plants with strong odor resembling that of a stink bug. Locally abundant	Ray and disc corollas both bright yellow. Plants with strong odor resembling that of a stink bug. Locally abundant
flowers	Arbusto ca. 1.2 m de altura, corola branca, calice amarronzado; botoes florais brancos arroxeados; folhas duras discolores verdes.	Arbusto ca. 1.20m de altura, corola branca, calice amarronzado; botoes florais brancos arroxeados; folhas duras discolores verdes.
Flowering & fruiting	Frequent perennial herb, blue flowers	
	Flores blancas. Abundante.	
	Shrub to 2 m with thick, woody stem. Widespred and abundant on open wooded hillsides. Rays yellow, disc brown.	Shrub to 2 m with thick, woody stem. Widespred and abundant on open wooded hillsides. Rays yellow, disc brown.
flowers		
	Annual, flowers yellow, common name is manzanilla.	Annual, flowers yellow, common name is manzanilla.
	Tree In fruit.	Tree In fruit.
	Tree, 10 m, 15-20 cm diameter. Bark red-brown. Orange to orange-brown latex; thick. Corolla yellow. Underside of foliage brown with stellate hairs. Petals pilose inside. Common.	
fruit	Arvore 6m; fruto imaturo verde.	Arvore 6m; fruto imaturo verde.
	A common 1.5 m high shrubby perennial; flower spikes white.	A common 1.5 m high shrubby perennial; fl. spikes white.
	Graceful 6 ft shrub, flowers greenish-white.	graceful 6 ft shrub, flowers greenish-white
flowers	Semi-arbusto ca.0.60cm de altura; flores alvas.	Semi-arbusto ca.0.60cm de altura; flores alvas.
flowers	Subarbusto ceca de 1.5m de altura.  A inflorecencia e o calice sao ferrugineos; folhas coriaceas.	Subarbusto ceca de 1.5m de altura.  A inflorecencia e o calice sao ferrugineos; folhas coriaceas.
flowers & fruit		
	Maricopa. Cultivated at the Desert Botanical Garden. 33°27`33`N, 111°56`35`W; 366 m. Collected by Joni Ward on 2 July 2002.; Flower diameter 40-45 mm, length 78-105 mm; outer perianth color pale yellow with green midstripe; inner perianth color pale yellow-green with pale midstripe, green at base; stigma color yellow or cream, lobes present high and are open; stem color green or brownish-green; spine color white with dark tips on stems, gray or white with golden glochids on older stems; fruit dry, color gray or black, diamter 8-12 mm length 20-40 mm; seed color light brown.	
fruit	Arbusto 2.8m fruto rojo volviendose negro al madurar.	Arbusto 2.8m fruto rojo volviendose negro al madurar.
flowers	March. shrub to 1 ft; uncommon	March. shrub to 1 ft; uncommon
Flowers		
fruit	Tree to 10m; fruits spheroid, hard, orange.	Tree to 10m; fruits spheroid, hard, orange.
flowers	Arbusto de 3 m de alto. flores blancas, escasa	Arbusto de 3 m de alto. flores blancas, escasa
flowers	Shrub 1.5m tall; flowers white, closed	Shrub 1.5m tall; flowers white, closed
fl	Arbusto 3 m, botones blancos	
	acc# 831834; Accession # 831834, Home Demonstration Garden, Corolla pink.	
	Uncommon annual herb; flowers yellow.	Uncommon annual herb; flowers yellow.
flowers	Erva ca. 30cm de altura, flores brancas, folhas pubescentes discolores.	Erva ca. 30cm de altura, flores brancas, folhas pubescentes discolores.
	Bushy to 4 dm, rays white, disk yellow	Bushy to 4 dm, rays white, disk yellow
	Herbage reddish & corolla pink or herbage green & corolla almost white.	
Fruiting		Mixed desertscrub.
Flower	Spikelets nodding; uncommon. Photographed.	
flrs	Eleocharis localized at waterhole.	Eleocharis localized at waterhole.
flowers & fruit	Annual with green leaves, purple dorsally; flowers white, lavender lip tipped blue-purple	Annual with green leaves, purple dorsally; flowers white, lavender lip tipped blue-purple
	Flores rosas con raíz napiforme.	Flores rosas con raíz napiforme.
flowers	Uncommon perennial herb to .8 m tall; corolla tube blue with white lobes	Uncommon perennial herb to .8 m tall; corolla tube blue with white lobes
fruit	Handwritten annotation regarding scientific name with no detector name or initials.	
	Maricopa. Cultivated at the Desert Botanical Garden. Flowers collected by Ward and J. J. Trelease on 2 May 2000 at 10:00 AM. Fruit and joints collected by Trelease and Foisy on 13 June 1999.; Flower diameter 52-65 mm, length 65-89 mm, stigma lobe number 9-11, stigma lobe color light yellow, outer perianth color pale yellow-green with magenta midstripe, inner perianth color pale yellow; anthers red and curved down into center of flower around style. Eight fruit collected, dark brown color; dry condition. Joints collected, dark gray-green color, very large spines, joints fat and fleshy.	
fruit	Shrub 3m tall and 8cm DAP; heliophyte; shreddy bark, fissured trunk; cartaceous leaves, green discolorous; mature fruits of almost black-red color, pink-green color when immature	Shrub 3m tall and 8cm DAP; heliophyte; shreddy bark, fissured trunk; cartaceous leaves, green discolorous; mature fruits of almost black-red color, pink-green color when immature
	Frequent small shrub, rays yellow-gold.	Frequent small shrub, rays yellow-gold.
fruit	Arbusto de 5m de altura; frutos imaturos verdes.	Arbusto de 5m de altura; frutos imaturos verdes.
	Tree 1.3 m tall, white cherry flower. Scarce.	Tree 1.3 m tall, white cherry flower. Scarce.
fruit	!	
	Common. Disc yellow, rays white, below purple-veined.	Common. Disc yellow, rays white, below purple-veined.
flowers	Coor from www.fallingrain.com/world; Arvore 6 m, flor alva.	Arvore 6m, flor alva.
	Plantas 15-20 cms de alto; hojas aromaticas; flores campanuladas, azul intenso. Comunes en orillas de potrero.	Plantas 15-20 cms de alto; hojas aromaticas; flores campanuladas, azul intenso. Comunes en orillas de potrero.
flowers		
	Tree 12 m. Fruit red.	Tree 12 m. Fruit red.
Flowers	arbol. 5 m de alto; flores blanquecinas	arbol. 5 m de alto; flores blanquecinas
flowers		
	Enredadera. Flores violáceas.	
flowers & fruit	Herb; flowers yellow.	Herb; flowers yellow
flowers	'Guayabillo' Shrub, 20 ft high, 3 inches diam, flowers white.	'Guayabillo' Shrub, 20 ft high, 3 inches diam, flowers white.
flowers	Treelet to 2m tall; petals white; photo; herbarium samples preserved in alcohol prior to drying.	Treelet to 2m tall; petals white; photo; herbarium samples preserved in alcohol prior to drying.
Flower		
flowers	Annual herbs; ca. 10-17 cm tall; yellow corolla, orange throat, calyx green; thin stems, tan; native	Annual herbs; ca. 10-17 cm tall; yellow corolla, orange throat, calyx green; thin stems, tan; native
Flower	Determine by Hartman & Dr. Charles Feddema., , Condition: fair	
	Arbol, flores blancas	
flowers	Árvore, 5m, flor alva. Mata de galena.	Árvore, 5m, flor alva. Mata de galena.
	Arbolito de 4 m de alto. Flores de color rojo. Tallo pubescente.	
flower		
flowers		
fruit	Arbolito de 3-4m; fruto drupa sobre pedunculo de 1.5-2.5cm, axilar; creciendo sobre sustrato arcilloso al oeste franco de Laguna Salada.	Arbolito de 3-4m; fruto drupa sobre pedunculo de 1.5-2.5cm, axilar; creciendo sobre sustrato arcilloso al oeste franco de Laguna Salada.
	Shrub ca. 1 m high Flowers yellow.	Shrub ca. 1 m high Flowers yellow.
Flower		
Flowers and Fruits		
Flower		
sterile	"Rare; 8 to 18""; flowering period: March 15; Seed dissemination: April 15"	"Rare; 8 to 18""; flowering period: March 15; Seed dissemination: April 15"
	Uncommon annual; flowers deep purple.	Uncommon annual; flowers deep purple.
flowers		
Flower	Handwritten annotation regarding scientific name with no detector name or initials.	
Flower	Donor: University of Denver Herbarium	
	arbusto com flores brancas	
	woody perennial; flowers maroon.	
fruits	Arbol 12m alto; furtos globosos, ca. 1.5m diam, rojo-purpureo. N.V: 'ivaporotoi'	Arbol 12m alto; furtos globosos, ca. 1.5m diam, rojo-purpureo. N.V: 'ivaporotoi'
	Hierba erecta, flores fucsias con interior amarillo.	
fruit	Sufrutice de 1.5m; hojas coriaceas con puntos traslucidos; frutos verdes y morados.	Sufrutice de 1.5m; hojas coriaceas con puntos traslucidos; frutos verdes y morados.
	Deciduous tree with a round crown; twigs somewhat glaucous; bark smooth, shiny dark brown; ca. 15-20 ft tall; DBH 3-4 in; lvs. light green above, glaucous beneath; fls. cream white, banner green at base, pedicels and rachis greenish yellow.	
	Common and abundant perennial herb; flowers pale orange to orange or paler with darker spots.	Common and abundant perennial herb; flowers pale orange to orange or paler with darker spots.
flowers		
	Common herb in shady understory; flowers white and pink.	Common herb in shady understory; flowers white and pink.
	Subshrub ca. 0.3 m high. Fruit red.	Subshrub ca. 0.3 m high. Fruit red.
	Herbacea ascendente de flores amarillas.	
fruit	Shrub 1 m, young leaves gold beneath; fruits green, slightly red, containing sticky embryo.	Shrub 1m, young leaves gold beneath; fruits green, slightly red, containing sticky embryo.
flowers & fruit		
fruit	Tree ca. 12m; fruit red.	Tree ca. 12m; fruit red.
flowering + fruting=mid		
flowering + fruting=mid		
flowering=early		
flowering=early		
flowering=early		
flowering=early		
Flower	Height: 3 cm. fresh petals: white.	
Flower	FORMING GROUND COVER, COROLLA PINK IN BUD, OPENING WHITE; INCONSPICUOUS BUT ABUNDANT & WIDESPREAD	
Flower	Eagle Rock Ranch Floristic Inventory Funded by the Chalk Bluffs Foundation; Common Name: White Clover / exotic / Common	
Fruit	acc# 650493	
Flower	2009 Floristic Survey of Windy Point & vicinity; Flowers in umbel, yellow; common & widespread.	
Flower and Fruit	flat basal rosette from taproot; petals yellow; occasional.	
flower		
Flower	Purple flowered; irregular corolla; raceme; 18-24 ' tall.	
Flower		
Flower	Diffusely branched spicy shrub, 1 1/2 inches high.	
flower		
Flower	Collected for Gerald K. Arp. Floral material removed by Nicole Miller-Struttman, post-doctoral fellow with Dr. Candace Galen, University of Missouri-Columbia; working on plant-bumblebee interactions in the alpine. December 2014	
flower	Nodding Onion	
Fruit		
Flower and fruit	plants clump-forming, dried leaves with odor of anise; flowers white, tiny; relatively common and widespread in rocky areas.	
Flower	Waterperry Blue', acc# 930657	
Flower	Small shrub, 1 meter tall. Corolla cream-white	
flower		
Flower	acc# 860111	
Flower	acc# 42575	
Flower	acc# 981888	
Flower and Fruit	UCD donation - Ucd #000614. , Donor: Herbarium, University of Colorado, Denver Center	
Flower and fruit	Flowers blue	
Flower	A common erect herb; flowers light blue.	
Flower	Vinicolor', acc# 10923	
Flower and Fruit		
flower	Flowers yellow;	
Flower		
Flower	Flowers whitish	
Flower	Blue and white flowers	
flower	Donor: Herbarium, University of Colorado, Denver Center	
flower	2-5 feet tall.	
Flower and fruit		
Flower	Baca National Wildlife Refuge Floristic Inventory; Common.	
flower	Donor: Herbarium, Museum	
Flower	acc# 800635	
flower		
flower		
Flower		
flower	Donor: Herbarium, University of Colorado, Denver Center	
Flower	Flowers white with pink streaks.	
Flower	Local on shaded north side of cattle barn.	
Flower		
Flower	Rancho Ruffles', acc# 910099	
Flower	Icicle', acc# 980939	
flower	acc# 930118	
flower	, Donor: University of Denver Herbarium	
Vegetative		
Flower	6 ft high.	
flower	Donor: Herbarium, University of Colorado, Denver Center	
flower		
Flower		
Flower		
flower	acc# 870371	
Flower	Donor: Western State College; occasional	
flower		
Flower		
flower	Herbaceous plant about 20 cm tall arising from many basal leaves. Flowers on a crowded raceme and purple with stamens exerted.	
Flower	Donor: Herbarium, University of Colorado, Denver Center	
Flower		
Flower	locally abundant, Condition: good	
Flower	stems straggling downslope; common.	
Flower	Eagle Rock Ranch Floristic Inventory Funded by the Chalk Bluffs Foundation	
Flower	acc# 831619	
Flower	UCD donation - UCD #003475 , Donor: Herbarium, University of Colorado, Denver Center	
flower and fruit		
flower and fruit	Condition: fair	
Flower		
Flower	Flowers white	
flower and fruit	Location within Arkansas Valley Barrens Priority Action Area (Colorado Rare Plant Conservation Initiative, RPCI); Frequent.	
flower		
flower	acc# 970648	
flower and fruit		
flower		
Flower and fruit		
Flower		
Flower		
flower		
Flower		
Flower	flowers light pink	
Flower	Distributed by the Herbarium of Colorado A & M College. , Condition: good, Donor: Herbarium, Museum; Flowers white. Western North American-Asiatic distribution	
Flower and fruit		
flower	Flora of Kansas, Fort Hays, Kansas State College.	
Flower	Flowers white	
Flower	2009 Floristic Survey of Windy Point & vicinity; Flowers yellow; abundant in turf and on gravel.	
Flower and fruit	common name: Field Sow Thistle	
Flower	Donor: Herbarium, University of Colorado, Denver Center	
flower		
Fruit	Location within Arkansas Valley Barrens Priority Action Area (Colorado Rare Plant Conservation Initiative, RPCI)	
flower	Genus and species misspelled on label,	
Flower	Donor: Herbarium, University of Colorado, Denver Center	
flower		
Fruit		
Flower		
flower		
flower		Cultivated shrub on Yuma Proving Ground
flower		
Flower and fruit		
flower		
flower and fruit		
flower		
Flower	Donor: Herbarium, University of Colorado, Denver Center	
Flower		
Fruit		
Flower and fruit	not frequent, , Condition: fair; Flowers Deep purple.	
Flower and fruit		
Flower and fruit	; Many tall plants. Height: 25 cm. Fresh petals: white.	
Flower	acc# 2718	
Flower	Flower with lilac rays.	
Flower	Stoloniferous in wet moss; flowers white	
flower and fruit		
Flower	Flowers yellow.	
Flower		
Flower	3ft high	
Flower and fruit		
flower and fruit		
flower	acc# 10319	
flower	Common.	
flower		
	flowers white	flowers white
fruit	Tree ca. 12m, fruit red.  Colored xerox.	Tree ca. 12m, fruit red.  Colored xerox.
	Arbusto 4 m, frutos verdes, flores blancas	Arbusto 4 m, frutos verdes, flores blancas
	Arvore ca. 6m de altura. Folhas coriaceas concolores. Flores amarelas.	Arvore ca. 6m de altura. Folhas coriaceas concolores. Flores amarelas.
	Arbusto ca. 1.5m alt. Folhas coriaceas, discolores com face adaxial verde albo-tomentosa e face abaxial ferruginea, densamente tomentosa. Inflorescencias em diferenciaçao.	Arbusto ca. 1.5m alt. Folhas coriaceas, discolores com face adaxial verde albo-tomentosa e face abaxial ferruginea, densamente tomentosa. Inflorescencias em diferenciaçao.
Fruits	combustible Arbusto	combustible Arbusto
fruit	Arbol 20m x 40cm; frutos verdes, tornandose rojo intenso al madurar.	Arbol 20m x 40cm; frutos verdes, tornandose rojo intenso al madurar.
	Arbusto de 2 m. Flores blancas. Frutifero.	
Flowers	Matorral espinoso con crasicaules en la barranca.  Arbol de 6 a 8 m, de flores blancas, abundante.	Matorral espinoso con crasicaules en la barranca.  Arbol de 6 a 8 m, de flores blancas, abundante.
	Corollas blue.	Corollas blue.
	Arbol pequeno, flores blancas que nacen de ramas gruesas, hojas aromaticas.	
flowers	Arbusto ate 1.5 m; flores alvo-rosadas.	Arbusto ate 1.5m; flores alvo-rosadas.
sterile	Weed in lawn.	Weed in lawn.
flowers	Arboreo, 5 m. Flores brancas; folhas con glandulas.	Arboreo, 5m. Flores brancas; folhas con glandulas.
fruit	Small tree; frequent	Small tree; frequent
	Low open shrub 5-15 dm high, finely branched, with white fls. Common in hills west of town.	
	Arbol 8 m, flores blanquecinas.	
	1424; common herb in forest shade  flowers lavender.	common herb in forest shade  flowers lavender.
flowers	Subshrub; flowers purplish.	Subshrub; flowers purplish.
Fruits	Locally common in canyon.	Locally common in canyon.
	Instituto de Conservação da Natureza, Estrada da Vista Chinesa, 741, Caixa Postal No 3545, Rio De Janeiro - GB - Brasil; 2791.; Árvore de +/- 8m.; Flores brancas, perfumacas.	
	Wood perennial, flowers white	Wood perennial, flowers white
	Subarbusto ca. de 1.70 metros de altura; heliofita; caule com casca lisa; folhas cartaceas, discolor verde; flores com calice verde; corola branca; botao floral verde, alvacento.	Subarbusto ca. de 1.70 metros de altura; heliofita; caule com casca lisa; folhas cartaceas, discolor verde; flores com calice verde; corola branca; botao floral verde, alvacento.
	Arbol hasta 5 m, flores blanquecinas.	
Flower		
yes	Convenio de cooperacion c/Subsecretaria de Recursos Naturalee y Medio Ambiente, Gobierno de; Infrutescencias pardo-oscuras. Muy abundante.	Infrutescencias pardo-oscuras. Muy abundante.
	Small bush about 2 ft. tall. Flowers brownish-yellow.	Small bush about 2 ft. tall. Flowers brownish-yellow.
Flower and fruit		
Fruits		
	Twiggy shrub ca. 1 m. tall. Corolla lavender violet, the upper lip deep red-violet at base; Hyptis ? aff. cymosa Epl. ined. (no material at Kew)	Twiggy shrub ca. 1 m. tall. Corolla lavender violet, the upper lip deep red-violet at base; Hyptis ? aff. cymosa Epl. ined. (no material at Kew)
flowers	Arbusto de 2 metros; flores brancas.	Arbusto de 2 metros; flores brancas.
Fruiting		
Flower		
Flowers		
Fruits		
flrs	Locally common	Locally common.
	Arbol de 6 m de alto. Inflorescencia de color amarillo.	Arbol de 6 m de alto. Inflorescencia de color amarillo.
fruit	Tree ca. 4m tall; fruits green when immature	Tree ca. 4m tall; fruits green when immature
fruit	Petit arbre de 2m de hauteur environ. Feuilles opposees epaisses. Infrutescence axillaires a petits fruits oranges.	Petit arbre de 2m de hauteur environ. Feuilles opposees epaisses. Infrutescence axillaires a petits fruits oranges.
	Material coletado en silica.; Common shrub to 2 m, flower buds white.	
	Locally abundant on dunes. Forming very large mats. Rays yellow, disk yellow.	Locally abundant on dunes. Forming very large mats. Rays yellow, disk yellow.
flowers	Coor from www.fallingrain.com/world; 1m alto; flor blanca.	1m alto; flor blanca.
fruit	Treelet ca. 4 m tall; mature fruits burgundy and immature fruits rose-colored.	Treelet ca. 4m tall; mature fruits burgundy and immature fruits rose-colored
	N26 16 250 E06 43 830; Locally abundant shrub generally <5 dm tall; flowers white or dark blue-purple and less often lavender or red.	Locally abundant shrub generally < 5dm tall; flowers white or dark blue-purple and less often lavender or red.
flrs		
	flores anaranjadas	flores anaranjadas
flrs		
	Herbaceous plant  cm tall. Yellow flower and green fruit.	Herbaceous plant  cm tall. Yellow flower and green fruit.
flower	On sandy bunches in wash and growing up through shrubs; widespread and often forming patches; pods spherical.	
Flower		
Flowering & Fruiting	Perennial herb	
	Planta herbacea de flores azules.	
Flowers and Fruits	ommon 4-8 m trees flowers whitish.	ommon 4-8 m trees flowers whitish.
	Arbol de 2 m con flores rosadas.	Arbol de 2 m. con flores rosadas.
flowers	Tree ca. 4 m tall; buds and flowers whitish.	Tree ca. 4m tall; buds and flowers whitish
flowers		
flowers	Locally common	Locally common
Fruits		
fruit	Arbusto de 3m de alto; fruto nergo al madurar.	Arbusto de 3m de alto; fruto nergo al madurar.
	Local, suffrutescent perennial, rays white.	Local, suffrutescent perennial, rays white.
Flower	Herbarium of James Montgomery	
fruit	Shrub to 3m, fruits green, red-tinged.	Shrub to 3m, fruits green, red-tinged.
flower	Chickweed.	
	Common spiny perennial in water channel; flowers pale-yellow. Mo'osue (Mayo).	
	Common. Shrub to 3 feet tall. Rays and disc orange-yellow.	Common. Shrub to 3 feet tall. Rays and disc orange-yellow.
flowers	Arbol 18m; yemas florales blancas.	Arbol 18m; yemas florales blancas.
flowers	Coor from www.fallingrain.com/world; Arvore 12m; flor alva.	Arvore 12m; flor alva.
fruit	Treelet 3m; fruit green.	Treelet 3m; fruit green.
	Fruit	Fruit
fruit	2.5m de alto; fruto verde.	2.5m de alto; fruto verde.
fruit	Arbol 18m; fruto granate-verdoso.	Arbol 18m; fruto granate-verdoso.
	Solitary herbaceous perennial; flowers purple and white.	Solitary herbaceous perennial; flowers purple and white.
Flower		
fruit	Treelet to 3m tall; fruits light green.	Treelet to 3m tall; fruits light green.
	Shrub, 30 ft. high, 4 in. diam., flowers white.	Shrub, 30 ft. high, 4 in. diam., flowers white.
Flower	acc# 762135; Peony Garden, Accession # 762135, Petals white, stamens yellow orange.	
	Locally common perennial herb with multiple branches from one base; flowers white.	
fruits	Hairy combs and fruit.	Hairy combs and fruit.
	Arbol 4 m. Flores verde amarillas.	Arbol 4 m. Flores verde amarillas.
flowers	Arbol 13 m, flores cremosas inflorescencia y pubescencia marron	Arbol 13 m, flores cremosas inflorescencia y pubescencia marron
Flower		
	Corolla dark purplish red, the limb pink; palate yellow.	
flowers and fruit	Arbusto, 4m; flores blancas; frutos negros.	Arbusto, 4m; flores blancas; frutos negros.
Flower	Floral material removed by Nicole Miller-Struttman, post-doctoral fellow with Dr. Candace Galen, University of Missouri-Columbia; working on plant-bumblebee interactions in the alpine. December 2014	
fruit	Tree, 11 m, 25 cm DBH; bark gray-brown, smooth, fine striate; fruit green. Fruit edible but very bitter even when sugared.	Tree, 11m. 25cm DBH; bark gray-brown, smooth, fine striate; fruit green. Fruit edible but very bitter even when sugared.
fruit	Arbusto 1.5km; haz de hoja verde oscuro y enves verde madiano; fruto verde.	Arbusto 1.5km; haz de hoja verde oscuro y enves verde madiano; fruto verde.
	Densely-branched odorous shrub 1 m tall, broader; flowers white, tinged violet, especially with age.	
